1n73ctionShell_15d337a54e42ed3f2f13d91a85297ab8ee158345.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/1n73ctionShell_15d337a54e42ed3f2f13d91a85297ab8ee158345.php,5.67,false,a656b50e957548a03de2f293cd448e72,a3990f7fda160985fd844a1df81d11aa6ec80149,0296d214582e2e767413f1e62003edeaf72c0ae7cf4478d86a14c2ae9a9d6cd8,b6967fe75ffaee2a1ec539764c25b09c9864027f7b7a9dc40e37ca4d56bac4a190643048b7c5d4fa03a05fe462b21d1450b83ee94861c0f3ba814825f6812f66
AlucarShell_45850bc2b7479adc188649a8069240f506da316f.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/AlucarShell_45850bc2b7479adc188649a8069240f506da316f.php,5.67,false,ff5d442907953a0187159e095376b1fe,e3640c63cb44200bfd3038443b2bd9bd736df795,7990b892b12dff29dad65700b688ccbaa33812bb262114b72427d9328049f7a2,8fedfb1260b04fec1c812922b26a169fdd0e392e997f000904b2caa4624e6238eb459a34387a404099f205b8023f2bd10b39ebaadcc50eaf96d083cf88064024
AngelShell_27d6f1d66639d4bb55f2ccf05a4a20ba4ee51b88.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/AngelShell_27d6f1d66639d4bb55f2ccf05a4a20ba4ee51b88.php,5.68,false,132970cf863271e2af48daa4000f4081,b6f153d9a190dc4abd78d832999f16bc4a497dab,705cda9f936b9de11bfef9716a3ce5a8810280baf1af2de93c0866b6a4983bd8,f7c008dd39e294cdd83acb421d5cb35385442168a60a902ab966160311cf99461cce2d74d9d36fcbc9deadd4ac7c731b03ca95f00d5961ee654016f19e540828
Anjiyo_abf229975796ff6a16ac459bf91fe81f2b8f9510.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/Anjiyo_abf229975796ff6a16ac459bf91fe81f2b8f9510.php,5.80,false,ca2dc983524be85a75e46c9a7a889f59,abf229975796ff6a16ac459bf91fe81f2b8f9510,16c344cdf9670fcef82e76fac0c568fd450e26466c0945e45360d733ac658b84,6183aa33f7e010aa7ba4947efea773dbbe9499da97905d331615acb0fdc0e1ee07aba7dcee8ee4455539e13e3ba14aa4c0bebb7c78c3349ec3b925d378802bdc
AnonGhostShell_508c5157ace424468a4d1ef489444cab16ed44f3.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/AnonGhostShell_508c5157ace424468a4d1ef489444cab16ed44f3.php,5.99,false,aa21fa5dfcff6b3c7fa3b246c0977e2d,94abbdbc6173bdfee39dc5f81a2b68090877a721,6cfd5b82a71a3de29a6eba232631e46c8c33626add8ee53c57f7be7733889c51,7c2eeef2105ce39e24a03cec6ad2bb9339386334c070322ab4004f0b5a390e5fef0a7bbc0e27eab82b605bb6dc1cbb034c5d986423e874578344075814919468
AntichatShell_413042be83d5c255a0f6c0e6c058e20674e7e4ce.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/AntichatShell_413042be83d5c255a0f6c0e6c058e20674e7e4ce.php,5.77,false,b97bc28bcddee819b48bb7e605b70bd6,1ea01e77a5043f554688b034fa82435b2f34e969,3694f85f859df24bfc29a3904b3c9b3ddcc75b6176e99b74dc352f0fe3077b2e,54488052fc7916fe733156c7be413fcf6cf5041d43434dc86ab37b96bee810b60da9c0fa519c59bc90d4162839cd3831ed76696be51f6239bac564afaef0604f
C99Shell_40794b16b34d0df2eebc244fa86f933b88835515.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/C99Shell_40794b16b34d0df2eebc244fa86f933b88835515.php,5.71,false,382e2a9e4c841bc66fa3a56e6fa9d537,40794b16b34d0df2eebc244fa86f933b88835515,0491472790d885bfabbf8b7e564aaeb7d577a99330e288601d7da0bf101dd6b6,6802f61a2fc628fd259eb799dbb5fd6aab2ecff0c696a729c6e68b013d0da4fede3e99e8adabe7d89c9d49cb42cdeacf486f622efcc2357f0bc307b4ba37e798
CWShell_c9a5115093caa2ce9411df1111a76ffd591dd4a4.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/CWShell_c9a5115093caa2ce9411df1111a76ffd591dd4a4.php,5.68,false,c37e12b611d1e40d2492788df2b3ef47,c9a5115093caa2ce9411df1111a76ffd591dd4a4,d9678d73394d9f7b47ae1abfe0aacf3f3e0ab729fc63a1c2a04557791309b369,7cab8b6597b82c72f04103b178355240128e6293712d08769acf967cee6086c5a8a0fd6c414bdf4ae1626a86bd1cfc2fa34366a4b42fa9b398092966f457aacb
DKShell_25d8e17abfa70370ab64ccc1f2e753a9082e8b7e.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/DKShell_25d8e17abfa70370ab64ccc1f2e753a9082e8b7e.php,6.03,false,65ae048fc698fff216c13f7f56ecd904,25d8e17abfa70370ab64ccc1f2e753a9082e8b7e,fee55eeab746139bc6a4774c7d7fcd382181ee8f57b23e87ec659ec3a58ccff6,c585a5069f158320f16a82c153267199d9b6d65d986f58ed9a2ca536b03e65893b85613cae3df1d6d1d02347987d1906ca480ade0f0efda6ad619b34209a3c1f
DKShell_b44d4b19faccddd82db0971d318134c4b70573d5.php,Webshell-samples/samples/webshell/PHP-backdoors-master/Obfuscated/DKShell_b44d4b19faccddd82db0971d318134c4b70573d5.php,6.02,false,b8b7531f4cc718270bcc473c9e0ce2fc,b44d4b19faccddd82db0971d318134c4b70573d5,d7ba3bb1002f01a81ecfc80d1ed71a06291d34e541befc2e0fcadcefc2e104c4,a94c87809ccab5bdc53be7f95dc662b9d3e4161998cbc61c61b691fe8264dd2b23acaf0bdc5d13e528c3780dae73d6377a61364c7e5db3dee20e60be48f18fda
